,Suburb,Rooms,Type,Price,Distance,Postcode,Bedroom2,Bathroom,Car,YearBuilt,CouncilArea,Regionname,Lattitude,Longtitude,BuildingArea,zipcode_int,airbnb_price_mean,airbnb_record_count
5919,Sunshine North,3,h,600000.0,13.3,3020.0,3.0,1.0,2.0,1960.0,Brimbank,Western Metropolitan,-37.7692,144.8246,112.0,3020.0,69.55555555555556,45.0
5920,Sunshine North,3,h,650000.0,13.3,3020.0,3.0,1.0,0.0,1950.0,Brimbank,Western Metropolitan,-37.7705,144.8307,112.0,3020.0,69.55555555555556,45.0
5921,Sunshine North,4,h,640000.0,13.3,3020.0,4.0,1.0,1.0,,Brimbank,Western Metropolitan,-37.7661,144.8396,,3020.0,69.55555555555556,45.0
5922,Sunshine North,4,h,736000.0,13.3,3020.0,4.0,1.0,2.0,1955.0,Brimbank,Western Metropolitan,-37.7675,144.8414,133.0,3020.0,69.55555555555556,45.0
5923,Sunshine North,3,h,605000.0,13.3,3020.0,3.0,1.0,1.0,,Brimbank,Western Metropolitan,-37.7683,144.8314,,3020.0,69.55555555555556,45.0
5924,Sunshine North,3,h,650000.0,13.3,3020.0,3.0,1.0,1.0,,Brimbank,Western Metropolitan,-37.7724,144.8413,,3020.0,69.55555555555556,45.0
5925,Sunshine North,3,h,725000.0,13.3,3020.0,3.0,1.0,1.0,,Brimbank,Western Metropolitan,-37.7661,144.84,,3020.0,69.55555555555556,45.0
5926,Sunshine North,2,h,715000.0,13.3,3020.0,2.0,1.0,2.0,,Brimbank,Western Metropolitan,-37.7674,144.8362,,3020.0,69.55555555555556,45.0
5927,Sunshine North,4,h,735000.0,13.3,3020.0,4.0,2.0,5.0,1975.0,Brimbank,Western Metropolitan,-37.7693,144.8351,201.0,3020.0,69.55555555555556,45.0
5928,Sunshine North,3,h,635800.0,13.3,3020.0,3.0,1.0,1.0,,Brimbank,Western Metropolitan,-37.7696,144.84,,3020.0,69.55555555555556,45.0
5929,Sunshine North,3,h,432500.0,13.3,3020.0,3.0,1.0,1.0,,Brimbank,Western Metropolitan,-37.7602,144.8316,,3020.0,69.55555555555556,45.0
5930,Sunshine North,3,h,621000.0,13.3,3020.0,3.0,1.0,1.0,,Brimbank,Western Metropolitan,-37.7665,144.8358,,3020.0,69.55555555555556,45.0
5931,Sunshine North,3,h,580000.0,13.3,3020.0,3.0,1.0,1.0,,Brimbank,Western Metropolitan,-37.7652,144.8376,,3020.0,69.55555555555556,45.0
5932,Sunshine North,3,h,680000.0,13.3,3020.0,3.0,1.0,2.0,,Brimbank,Western Metropolitan,-37.7706,144.8422,105.0,3020.0,69.55555555555556,45.0
5933,Sunshine North,3,h,700000.0,13.3,3020.0,3.0,1.0,2.0,1975.0,Brimbank,Western Metropolitan,-37.7704,144.8384,111.0,3020.0,69.55555555555556,45.0
5934,Sunshine North,3,h,650000.0,13.3,3020.0,3.0,1.0,2.0,,Brimbank,Western Metropolitan,-37.769,144.8441,,3020.0,69.55555555555556,45.0
5935,Sunshine North,2,h,1190000.0,13.3,3020.0,2.0,1.0,6.0,1950.0,Brimbank,Western Metropolitan,-37.7698,144.8362,141.0,3020.0,69.55555555555556,45.0
5936,Sunshine North,3,h,591000.0,13.3,3020.0,3.0,1.0,2.0,1970.0,Brimbank,Western Metropolitan,-37.7623,144.8272,673.0,3020.0,69.55555555555556,45.0
5937,Sunshine North,3,h,665000.0,13.3,3020.0,3.0,1.0,2.0,1940.0,Brimbank,Western Metropolitan,-37.7676,144.8339,101.0,3020.0,69.55555555555556,45.0
5938,Sunshine North,3,h,710000.0,13.3,3020.0,3.0,1.0,1.0,,Brimbank,Western Metropolitan,-37.7719,144.8414,,3020.0,69.55555555555556,45.0
5939,Sunshine North,4,h,705000.0,13.3,3020.0,4.0,2.0,1.0,,Brimbank,Western Metropolitan,-37.7749,144.8329,,3020.0,69.55555555555556,45.0
5940,Sunshine North,3,h,520000.0,13.3,3020.0,3.0,1.0,1.0,,Brimbank,Western Metropolitan,-37.757,144.8313,,3020.0,69.55555555555556,45.0
5941,Sunshine North,3,h,620000.0,13.3,3020.0,3.0,3.0,2.0,2011.0,Brimbank,Western Metropolitan,-37.7708,144.8401,155.0,3020.0,69.55555555555556,45.0
5942,Sunshine North,3,h,503000.0,13.3,3020.0,3.0,1.0,1.0,1945.0,Brimbank,Western Metropolitan,-37.7682,144.8335,90.0,3020.0,69.55555555555556,45.0
5943,Sunshine North,5,h,1000000.0,13.3,3020.0,4.0,2.0,1.0,1999.0,Brimbank,Western Metropolitan,-37.7743,144.8425,295.0,3020.0,69.55555555555556,45.0
5944,Sunshine North,3,h,650000.0,13.3,3020.0,3.0,1.0,1.0,,Brimbank,Western Metropolitan,-37.7699,144.8422,,3020.0,69.55555555555556,45.0
5945,Sunshine North,3,h,871000.0,13.3,3020.0,3.0,1.0,2.0,,Brimbank,Western Metropolitan,-37.7741,144.8354,,3020.0,69.55555555555556,45.0
5946,Sunshine West,3,h,496000.0,13.5,3020.0,3.0,1.0,2.0,,Brimbank,Western Metropolitan,-37.8004,144.8105,,3020.0,69.55555555555556,45.0
5947,Sunshine West,3,h,488000.0,13.5,3020.0,3.0,1.0,2.0,,Brimbank,Western Metropolitan,-37.7952,144.8126,,3020.0,69.55555555555556,45.0
5948,Sunshine West,3,h,560000.0,13.5,3020.0,3.0,1.0,3.0,1970.0,Brimbank,Western Metropolitan,-37.7906,144.7929,115.0,3020.0,69.55555555555556,45.0
5949,Sunshine West,3,h,615000.0,13.5,3020.0,3.0,2.0,6.0,1975.0,Brimbank,Western Metropolitan,-37.7969,144.8086,152.0,3020.0,69.55555555555556,45.0
5950,Sunshine West,3,t,450000.0,13.5,3020.0,3.0,3.0,1.0,2004.0,Brimbank,Western Metropolitan,-37.7967,144.8083,178.0,3020.0,69.55555555555556,45.0
5951,Sunshine West,3,h,581000.0,13.5,3020.0,3.0,1.0,4.0,1970.0,Brimbank,Western Metropolitan,-37.7939,144.8091,,3020.0,69.55555555555556,45.0
5952,Sunshine West,4,h,625000.0,13.5,3020.0,4.0,2.0,2.0,1960.0,Brimbank,Western Metropolitan,-37.7917,144.8196,,3020.0,69.55555555555556,45.0
5953,Sunshine West,4,h,645400.0,13.5,3020.0,4.0,2.0,3.0,,Brimbank,Western Metropolitan,-37.786,144.815,,3020.0,69.55555555555556,45.0
5954,Sunshine West,3,h,680000.0,13.5,3020.0,3.0,1.0,2.0,1966.0,Brimbank,Western Metropolitan,-37.7905,144.8073,144.0,3020.0,69.55555555555556,45.0
5955,Sunshine West,3,h,620000.0,13.5,3020.0,3.0,1.0,4.0,1960.0,Brimbank,Western Metropolitan,-37.7905,144.8033,125.0,3020.0,69.55555555555556,45.0
5956,Sunshine West,3,u,545000.0,13.5,3020.0,3.0,2.0,1.0,2011.0,Brimbank,Western Metropolitan,-37.7891,144.8152,131.0,3020.0,69.55555555555556,45.0
5957,Sunshine West,5,h,621000.0,13.5,3020.0,5.0,2.0,2.0,1997.0,Brimbank,Western Metropolitan,-37.7981,144.7936,176.0,3020.0,69.55555555555556,45.0
5958,Sunshine West,3,h,515000.0,13.5,3020.0,3.0,1.0,1.0,,Brimbank,Western Metropolitan,-37.7968,144.8142,106.0,3020.0,69.55555555555556,45.0
5959,Sunshine West,4,h,601000.0,13.5,3020.0,4.0,1.0,4.0,,Brimbank,Western Metropolitan,-37.7942,144.8112,,3020.0,69.55555555555556,45.0
5960,Sunshine West,3,h,687000.0,13.5,3020.0,3.0,1.0,1.0,1950.0,Brimbank,Western Metropolitan,-37.7853,144.8114,102.0,3020.0,69.55555555555556,45.0
5961,Sunshine West,3,h,668000.0,13.5,3020.0,3.0,1.0,2.0,1970.0,Brimbank,Western Metropolitan,-37.7897,144.7964,,3020.0,69.55555555555556,45.0
5962,Sunshine West,3,h,485000.0,13.5,3020.0,3.0,4.0,2.0,1955.0,Brimbank,Western Metropolitan,-37.7904,144.8133,166.0,3020.0,69.55555555555556,45.0
5963,Sunshine West,4,h,510000.0,13.5,3020.0,4.0,1.0,1.0,1970.0,Brimbank,Western Metropolitan,-37.7871,144.8083,151.0,3020.0,69.55555555555556,45.0
5964,Sunshine West,3,h,665000.0,13.5,3020.0,3.0,3.0,2.0,,Brimbank,Western Metropolitan,-37.7872,144.7975,,3020.0,69.55555555555556,45.0
5965,Sunshine West,3,h,500000.0,13.5,3020.0,3.0,1.0,1.0,1970.0,Brimbank,Western Metropolitan,-37.7928,144.804,133.0,3020.0,69.55555555555556,45.0
5966,Sunshine West,3,h,825000.0,13.5,3020.0,3.0,1.0,0.0,,Brimbank,Western Metropolitan,-37.7913,144.80200000000005,,3020.0,69.55555555555556,45.0
5967,Sunshine West,3,h,480000.0,13.5,3020.0,3.0,1.0,2.0,1960.0,Brimbank,Western Metropolitan,-37.7836,144.7988,148.0,3020.0,69.55555555555556,45.0
5968,Sunshine West,3,h,544500.0,13.5,3020.0,4.0,2.0,2.0,,Brimbank,Western Metropolitan,-37.7841,144.8052,,3020.0,69.55555555555556,45.0
5969,Sunshine West,4,h,621000.0,13.5,3020.0,3.0,1.0,1.0,1950.0,Brimbank,Western Metropolitan,-37.7902,144.8102,130.0,3020.0,69.55555555555556,45.0
5970,Sunshine West,3,h,575000.0,13.5,3020.0,3.0,1.0,2.0,,Brimbank,Western Metropolitan,-37.7901,144.8068,,3020.0,69.55555555555556,45.0
5971,Sunshine West,3,h,650000.0,13.5,3020.0,3.0,1.0,3.0,1970.0,Brimbank,Western Metropolitan,-37.7916,144.82,,3020.0,69.55555555555556,45.0
5972,Sunshine West,3,h,593000.0,13.5,3020.0,3.0,1.0,1.0,,Brimbank,Western Metropolitan,-37.796,144.8108,,3020.0,69.55555555555556,45.0
5973,Sunshine West,3,h,690000.0,13.5,3020.0,3.0,1.0,0.0,1967.0,Brimbank,Western Metropolitan,-37.789,144.8195,121.0,3020.0,69.55555555555556,45.0
5974,Sunshine West,3,h,625000.0,13.5,3020.0,3.0,1.0,2.0,,Brimbank,Western Metropolitan,-37.7968,144.8086,,3020.0,69.55555555555556,45.0
5975,Sunshine West,3,h,660000.0,13.5,3020.0,3.0,1.0,4.0,,Brimbank,Western Metropolitan,-37.7845,144.8131,,3020.0,69.55555555555556,45.0
5976,Sunshine West,3,h,472500.0,13.5,3020.0,3.0,1.0,1.0,,Brimbank,Western Metropolitan,-37.791,144.7925,,3020.0,69.55555555555556,45.0
5977,Sunshine West,3,h,547500.0,13.5,3020.0,3.0,1.0,2.0,1950.0,Brimbank,Western Metropolitan,-37.7891,144.82299999999995,131.0,3020.0,69.55555555555556,45.0
5978,Sunshine West,3,h,590000.0,13.5,3020.0,3.0,2.0,4.0,,Brimbank,Western Metropolitan,-37.7896,144.8018,,3020.0,69.55555555555556,45.0
5979,Sunshine West,1,h,280000.0,13.5,3020.0,1.0,1.0,2.0,2009.0,Brimbank,Western Metropolitan,-37.7913,144.7889,45.0,3020.0,69.55555555555556,45.0
5980,Sunshine West,3,h,555000.0,13.5,3020.0,3.0,1.0,1.0,1975.0,Brimbank,Western Metropolitan,-37.8003,144.8097,106.0,3020.0,69.55555555555556,45.0
5981,Sunshine West,3,h,587000.0,13.5,3020.0,3.0,1.0,1.0,,Brimbank,Western Metropolitan,-37.7892,144.8137,,3020.0,69.55555555555556,45.0
5982,Sunshine West,3,h,600000.0,13.5,3020.0,3.0,2.0,2.0,1999.0,Brimbank,Western Metropolitan,-37.7968,144.7991,156.0,3020.0,69.55555555555556,45.0
5983,Sunshine West,3,h,622500.0,13.5,3020.0,3.0,1.0,1.0,1970.0,Brimbank,Western Metropolitan,-37.7887,144.8231,131.0,3020.0,69.55555555555556,45.0
5984,Sunshine West,2,u,350000.0,13.5,3020.0,2.0,1.0,1.0,1990.0,Brimbank,Western Metropolitan,-37.7847,144.8146,80.0,3020.0,69.55555555555556,45.0
5985,Sunshine West,4,h,657000.0,13.5,3020.0,4.0,2.0,4.0,1975.0,Brimbank,Western Metropolitan,-37.7914,144.7918,178.0,3020.0,69.55555555555556,45.0
5986,Sunshine West,3,h,795000.0,13.5,3020.0,3.0,1.0,2.0,,Brimbank,Western Metropolitan,-37.7921,144.8234,,3020.0,69.55555555555556,45.0
5987,Sunshine West,3,h,682000.0,13.5,3020.0,3.0,1.0,1.0,1960.0,Brimbank,Western Metropolitan,-37.7894,144.8027,155.0,3020.0,69.55555555555556,45.0
5988,Sunshine West,3,h,520000.0,13.5,3020.0,3.0,1.0,2.0,1960.0,Brimbank,Western Metropolitan,-37.7886,144.8138,170.0,3020.0,69.55555555555556,45.0
5989,Sunshine West,3,h,470000.0,13.5,3020.0,3.0,1.0,1.0,1971.0,Brimbank,Western Metropolitan,-37.7987,144.8196,103.0,3020.0,69.55555555555556,45.0
5990,Sunshine West,3,h,586000.0,13.5,3020.0,3.0,1.0,1.0,1960.0,Brimbank,Western Metropolitan,-37.7843,144.8052,120.0,3020.0,69.55555555555556,45.0
5991,Sunshine West,3,h,305000.0,13.5,3020.0,3.0,1.0,2.0,1970.0,Brimbank,Western Metropolitan,-37.8018,144.8246,114.0,3020.0,69.55555555555556,45.0
5992,Sunshine West,4,h,705000.0,13.5,3020.0,4.0,2.0,4.0,1975.0,Brimbank,Western Metropolitan,-37.7951,144.8213,198.0,3020.0,69.55555555555556,45.0
5993,Sunshine West,3,h,486000.0,13.5,3020.0,3.0,1.0,2.0,,Brimbank,Western Metropolitan,-37.7963,144.8046,,3020.0,69.55555555555556,45.0
5994,Sunshine West,4,h,645000.0,13.5,3020.0,4.0,2.0,3.0,1970.0,Brimbank,Western Metropolitan,-37.7904,144.7999,215.0,3020.0,69.55555555555556,45.0
5995,Sunshine West,3,h,530000.0,13.5,3020.0,3.0,1.0,1.0,,Brimbank,Western Metropolitan,-37.8004,144.8138,,3020.0,69.55555555555556,45.0
5996,Sunshine West,3,h,500000.0,13.5,3020.0,3.0,1.0,2.0,1970.0,Brimbank,Western Metropolitan,-37.8023,144.8227,109.0,3020.0,69.55555555555556,45.0
5997,Sunshine West,3,t,510000.0,13.5,3020.0,3.0,2.0,1.0,2012.0,Brimbank,Western Metropolitan,-37.7912,144.8215,141.0,3020.0,69.55555555555556,45.0
5998,Sunshine West,5,h,715000.0,13.5,3020.0,4.0,2.0,2.0,,Brimbank,Western Metropolitan,-37.7907,144.821,,3020.0,69.55555555555556,45.0
5999,Sunshine West,3,h,545000.0,13.5,3020.0,3.0,1.0,2.0,,Brimbank,Western Metropolitan,-37.7913,144.8122,,3020.0,69.55555555555556,45.0
6000,Sunshine West,3,h,750500.0,13.5,3020.0,3.0,2.0,6.0,1995.0,Brimbank,Western Metropolitan,-37.7966,144.7928,181.0,3020.0,69.55555555555556,45.0
6001,Sunshine West,3,h,451000.0,13.5,3020.0,3.0,1.0,6.0,1978.0,Brimbank,Western Metropolitan,-37.8022,144.8235,146.0,3020.0,69.55555555555556,45.0
6002,Surrey Hills,4,h,2440000.0,11.2,3127.0,4.0,3.0,2.0,1930.0,Boroondara,Southern Metropolitan,-37.8154,145.0927,264.0,3127.0,86.41176470588235,68.0
6003,Surrey Hills,3,t,1110000.0,11.2,3127.0,4.0,2.0,2.0,1970.0,Whitehorse,Southern Metropolitan,-37.8332,145.1105,129.0,3127.0,86.41176470588235,68.0
6004,Surrey Hills,4,h,2128000.0,11.2,3127.0,4.0,3.0,2.0,2000.0,Boroondara,Southern Metropolitan,-37.8239,145.0969,312.0,3127.0,86.41176470588235,68.0
6005,Surrey Hills,3,h,2009000.0,11.2,3127.0,3.0,1.0,2.0,,Boroondara,Southern Metropolitan,-37.822,145.0897,,3127.0,86.41176470588235,68.0
6006,Surrey Hills,5,h,2200000.0,11.2,3127.0,5.0,3.0,2.0,1920.0,Boroondara,Southern Metropolitan,-37.8175,145.0987,235.0,3127.0,86.41176470588235,68.0
6007,Surrey Hills,3,t,1330500.0,11.2,3127.0,3.0,2.0,2.0,2004.0,Boroondara,Southern Metropolitan,-37.8275,145.0958,,3127.0,86.41176470588235,68.0
6008,Surrey Hills,3,t,1325000.0,11.2,3127.0,3.0,2.0,1.0,,Whitehorse,Southern Metropolitan,-37.8289,145.1005,,3127.0,86.41176470588235,68.0
6009,Surrey Hills,3,u,930000.0,11.2,3127.0,3.0,2.0,2.0,1992.0,Whitehorse,Southern Metropolitan,-37.8344,145.1114,,3127.0,86.41176470588235,68.0
6010,Surrey Hills,2,u,640000.0,11.2,3127.0,2.0,1.0,1.0,1970.0,Whitehorse,Southern Metropolitan,-37.8356,145.1029,76.0,3127.0,86.41176470588235,68.0
6011,Surrey Hills,2,u,745000.0,11.2,3127.0,2.0,1.0,1.0,,Whitehorse,Southern Metropolitan,-37.8327,145.106,,3127.0,86.41176470588235,68.0
6012,Surrey Hills,3,h,2100000.0,11.2,3127.0,3.0,2.0,2.0,,Whitehorse,Southern Metropolitan,-37.8322,145.1056,,3127.0,86.41176470588235,68.0
6013,Surrey Hills,3,h,1700000.0,11.2,3127.0,3.0,1.0,1.0,1930.0,Boroondara,Southern Metropolitan,-37.8148,145.0965,180.0,3127.0,86.41176470588235,68.0
6014,Surrey Hills,4,h,2500000.0,11.2,3127.0,4.0,2.0,2.0,1920.0,Boroondara,Southern Metropolitan,-37.8181,145.0913,256.0,3127.0,86.41176470588235,68.0
6015,Surrey Hills,3,h,1910000.0,11.2,3127.0,3.0,2.0,1.0,,Boroondara,Southern Metropolitan,-37.8203,145.088,,3127.0,86.41176470588235,68.0
6016,Surrey Hills,2,h,1018000.0,11.2,3127.0,3.0,1.0,2.0,,Whitehorse,Southern Metropolitan,-37.8364,145.1099,15.0,3127.0,86.41176470588235,68.0
6017,Surrey Hills,4,h,2200000.0,11.2,3127.0,4.0,2.0,2.0,1920.0,Boroondara,Southern Metropolitan,-37.8286,145.092,272.0,3127.0,86.41176470588235,68.0
6018,Surrey Hills,3,u,736000.0,11.2,3127.0,3.0,1.0,2.0,,Whitehorse,Southern Metropolitan,-37.8287,145.1022,,3127.0,86.41176470588235,68.0
6019,Surrey Hills,2,u,770000.0,11.2,3127.0,2.0,1.0,1.0,1960.0,Boroondara,Southern Metropolitan,-37.8275,145.0919,,3127.0,86.41176470588235,68.0
6020,Surrey Hills,4,h,2345000.0,11.2,3127.0,4.0,2.0,2.0,,Boroondara,Southern Metropolitan,-37.8223,145.0954,,3127.0,86.41176470588235,68.0
6021,Surrey Hills,4,h,2860000.0,11.2,3127.0,4.0,2.0,2.0,2014.0,Boroondara,Southern Metropolitan,-37.8185,145.0878,264.0,3127.0,86.41176470588235,68.0
6022,Surrey Hills,4,h,1530000.0,11.2,3127.0,4.0,2.0,2.0,1890.0,Whitehorse,Southern Metropolitan,-37.8258,145.1116,,3127.0,86.41176470588235,68.0
6023,Surrey Hills,4,h,1930000.0,11.2,3127.0,4.0,2.0,2.0,1950.0,Whitehorse,Southern Metropolitan,-37.8346,145.1059,218.0,3127.0,86.41176470588235,68.0
6024,Surrey Hills,4,h,1812500.0,11.2,3127.0,4.0,2.0,2.0,1920.0,Whitehorse,Southern Metropolitan,-37.8325,145.1114,230.0,3127.0,86.41176470588235,68.0
6025,Surrey Hills,2,u,760000.0,11.2,3127.0,2.0,1.0,1.0,1968.0,Boroondara,Southern Metropolitan,-37.8159,145.091,80.0,3127.0,86.41176470588235,68.0
6026,Surrey Hills,4,h,1300000.0,11.2,3127.0,4.0,2.0,2.0,1950.0,Whitehorse,Southern Metropolitan,-37.8337,145.1118,198.0,3127.0,86.41176470588235,68.0
6027,Surrey Hills,3,h,1864000.0,11.2,3127.0,2.0,2.0,1.0,,Boroondara,Southern Metropolitan,-37.8203,145.0881,,3127.0,86.41176470588235,68.0
6028,Surrey Hills,3,h,2200000.0,11.2,3127.0,3.0,2.0,4.0,,Boroondara,Southern Metropolitan,-37.8304,145.0934,,3127.0,86.41176470588235,68.0
6029,Surrey Hills,3,h,1960000.0,11.2,3127.0,3.0,2.0,2.0,1930.0,Boroondara,Southern Metropolitan,-37.8167,145.0924,173.0,3127.0,86.41176470588235,68.0
6030,Surrey Hills,2,h,680000.0,11.2,3127.0,2.0,1.0,1.0,,Whitehorse,Southern Metropolitan,-37.8269,145.1039,,3127.0,86.41176470588235,68.0
6031,Surrey Hills,4,h,1455000.0,11.2,3127.0,4.0,2.0,1.0,,Boroondara,Southern Metropolitan,-37.8317,145.0901,,3127.0,86.41176470588235,68.0
6032,Surrey Hills,5,h,2630000.0,11.2,3127.0,5.0,3.0,2.0,1925.0,Whitehorse,Southern Metropolitan,-37.8287,145.1054,362.0,3127.0,86.41176470588235,68.0
6033,Surrey Hills,3,u,880000.0,11.2,3127.0,3.0,1.0,2.0,1970.0,Whitehorse,Southern Metropolitan,-37.8287,145.1014,110.0,3127.0,86.41176470588235,68.0
6034,Surrey Hills,5,h,1650000.0,11.2,3127.0,5.0,5.0,2.0,1930.0,Boroondara,Southern Metropolitan,-37.8339,145.0937,,3127.0,86.41176470588235,68.0
6035,Surrey Hills,3,h,1755000.0,11.2,3127.0,3.0,2.0,2.0,1970.0,Whitehorse,Southern Metropolitan,-37.832,145.11,159.0,3127.0,86.41176470588235,68.0
6036,Surrey Hills,4,h,1700000.0,11.2,3127.0,4.0,1.0,1.0,1900.0,Boroondara,Southern Metropolitan,-37.8224,145.0959,143.0,3127.0,86.41176470588235,68.0
6037,Surrey Hills,2,u,805000.0,11.2,3127.0,2.0,1.0,2.0,,Boroondara,Southern Metropolitan,-37.8255,145.092,,3127.0,86.41176470588235,68.0
6038,Surrey Hills,5,h,1975000.0,11.2,3127.0,5.0,2.0,2.0,2001.0,Whitehorse,Southern Metropolitan,-37.8354,145.1001,286.0,3127.0,86.41176470588235,68.0
6039,Surrey Hills,2,u,610000.0,11.2,3127.0,2.0,1.0,1.0,1970.0,Whitehorse,Southern Metropolitan,-37.8288,145.1048,78.0,3127.0,86.41176470588235,68.0
6040,Surrey Hills,4,h,2003000.0,11.2,3127.0,4.0,2.0,1.0,1880.0,Boroondara,Southern Metropolitan,-37.8234,145.0923,,3127.0,86.41176470588235,68.0
6041,Surrey Hills,2,u,831000.0,11.2,3127.0,2.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.8203,145.0955,,3127.0,86.41176470588235,68.0
6042,Surrey Hills,5,h,1350000.0,11.2,3127.0,3.0,2.0,2.0,1948.0,Whitehorse,Southern Metropolitan,-37.8316,145.1049,,3127.0,86.41176470588235,68.0
6043,Surrey Hills,2,u,550000.0,11.2,3127.0,2.0,1.0,1.0,,Whitehorse,Southern Metropolitan,-37.8291,145.1015,,3127.0,86.41176470588235,68.0
6044,Surrey Hills,4,h,1850000.0,11.2,3127.0,5.0,2.0,2.0,1970.0,Whitehorse,Southern Metropolitan,-37.8345,145.1009,292.0,3127.0,86.41176470588235,68.0
6045,Surrey Hills,4,h,2050000.0,11.2,3127.0,3.0,2.0,2.0,1910.0,Boroondara,Southern Metropolitan,-37.8188,145.0984,293.0,3127.0,86.41176470588235,68.0
6046,Surrey Hills,5,h,2100000.0,11.2,3127.0,5.0,2.0,2.0,1915.0,Whitehorse,Southern Metropolitan,-37.8286,145.1094,277.0,3127.0,86.41176470588235,68.0
6047,Surrey Hills,3,h,1150000.0,11.2,3127.0,3.0,2.0,1.0,2005.0,Whitehorse,Southern Metropolitan,-37.836,145.1046,145.0,3127.0,86.41176470588235,68.0
6048,Surrey Hills,2,u,823000.0,11.2,3127.0,2.0,1.0,2.0,1970.0,Boroondara,Southern Metropolitan,-37.822,145.0989,,3127.0,86.41176470588235,68.0
6049,Surrey Hills,5,h,2100000.0,11.2,3127.0,5.0,4.0,3.0,,Boroondara,Southern Metropolitan,-37.8323,145.0904,,3127.0,86.41176470588235,68.0
6050,Surrey Hills,2,t,770500.0,11.2,3127.0,1.0,2.0,1.0,1997.0,Boroondara,Southern Metropolitan,-37.819,145.0888,92.0,3127.0,86.41176470588235,68.0
6051,Surrey Hills,4,h,1250000.0,11.2,3127.0,3.0,2.0,2.0,1930.0,Whitehorse,Southern Metropolitan,-37.8361,145.1078,,3127.0,86.41176470588235,68.0
6052,Surrey Hills,2,u,600000.0,11.2,3127.0,2.0,1.0,1.0,1975.0,Boroondara,Southern Metropolitan,-37.8263,145.0962,105.0,3127.0,86.41176470588235,68.0
6053,Surrey Hills,4,h,2060000.0,11.2,3127.0,4.0,2.0,2.0,,Whitehorse,Southern Metropolitan,-37.8299,145.1088,,3127.0,86.41176470588235,68.0
6054,Surrey Hills,4,h,1750000.0,11.2,3127.0,4.0,2.0,3.0,,Boroondara,Southern Metropolitan,-37.8312,145.0928,,3127.0,86.41176470588235,68.0
6055,Surrey Hills,4,h,1725000.0,11.2,3127.0,3.0,2.0,2.0,,Boroondara,Southern Metropolitan,-37.8308,145.0916,,3127.0,86.41176470588235,68.0
6056,Surrey Hills,2,u,620000.0,11.2,3127.0,2.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.8305,145.0961,,3127.0,86.41176470588235,68.0
6057,Surrey Hills,2,u,562500.0,11.2,3127.0,2.0,1.0,0.0,1950.0,Boroondara,Southern Metropolitan,-37.8138,145.0879,,3127.0,86.41176470588235,68.0
6058,Surrey Hills,4,h,1850000.0,11.2,3127.0,3.0,2.0,2.0,,Boroondara,Southern Metropolitan,-37.8173,145.1003,,3127.0,86.41176470588235,68.0
6059,Surrey Hills,4,h,2125000.0,11.2,3127.0,4.0,2.0,2.0,1927.0,Boroondara,Southern Metropolitan,-37.8345,145.095,239.0,3127.0,86.41176470588235,68.0
6060,Surrey Hills,2,u,656000.0,11.2,3127.0,1.0,1.0,1.0,1970.0,Boroondara,Southern Metropolitan,-37.8261,145.0902,76.0,3127.0,86.41176470588235,68.0
6061,Surrey Hills,4,h,1650000.0,11.2,3127.0,2.0,1.0,0.0,1890.0,Whitehorse,Southern Metropolitan,-37.8285,145.1079,,3127.0,86.41176470588235,68.0
6062,Surrey Hills,5,h,1518000.0,11.2,3127.0,5.0,2.0,1.0,1950.0,Whitehorse,Southern Metropolitan,-37.8352,145.1023,231.0,3127.0,86.41176470588235,68.0
6063,Surrey Hills,3,h,1560000.0,11.2,3127.0,0.0,2.0,1.0,2013.0,Boroondara,Southern Metropolitan,-37.8165,145.0981,209.0,3127.0,86.41176470588235,68.0
6064,Surrey Hills,3,h,1185000.0,11.2,3127.0,3.0,2.0,2.0,2000.0,Whitehorse,Southern Metropolitan,-37.8302,145.1046,,3127.0,86.41176470588235,68.0
6065,Surrey Hills,3,t,865000.0,11.2,3127.0,3.0,1.0,1.0,1970.0,Whitehorse,Southern Metropolitan,-37.8275,145.1032,101.0,3127.0,86.41176470588235,68.0
6066,Surrey Hills,3,h,1135000.0,11.2,3127.0,3.0,1.0,2.0,,Whitehorse,Southern Metropolitan,-37.8365,145.11,,3127.0,86.41176470588235,68.0
6067,Surrey Hills,4,h,2160000.0,11.2,3127.0,4.0,3.0,4.0,1969.0,Whitehorse,Southern Metropolitan,-37.8324,145.1018,236.0,3127.0,86.41176470588235,68.0
6068,Surrey Hills,2,u,899000.0,11.2,3127.0,2.0,1.0,1.0,1980.0,Whitehorse,Southern Metropolitan,-37.8327,145.1019,,3127.0,86.41176470588235,68.0
6069,Surrey Hills,6,h,2000000.0,11.2,3127.0,6.0,3.0,4.0,1997.0,Whitehorse,Southern Metropolitan,-37.8264,145.1029,,3127.0,86.41176470588235,68.0
6070,Surrey Hills,3,h,2300000.0,11.2,3127.0,3.0,2.0,1.0,1920.0,Boroondara,Southern Metropolitan,-37.8182,145.096,219.0,3127.0,86.41176470588235,68.0
6071,Surrey Hills,2,u,520000.0,11.2,3127.0,2.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.8138,145.0879,,3127.0,86.41176470588235,68.0
