,Suburb,Rooms,Type,Price,Distance,Postcode,Bedroom2,Bathroom,Car,YearBuilt,CouncilArea,Regionname,Lattitude,Longtitude,BuildingArea
8572,Ashburton,2,h,1450000.0,11.0,3147.0,2.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.8689,145.0882,
8573,Ashburton,2,u,925000.0,11.0,3147.0,2.0,1.0,2.0,,Boroondara,Southern Metropolitan,-37.866,145.089,
8574,Ashburton,4,h,2220000.0,11.0,3147.0,4.0,3.0,2.0,2016.0,Boroondara,Southern Metropolitan,-37.8726,145.0716,244.0
8575,Ashburton,3,h,1912500.0,11.0,3147.0,3.0,2.0,2.0,,Boroondara,Southern Metropolitan,-37.8686,145.0721,
8576,Ashburton,4,h,2085000.0,11.0,3147.0,4.0,2.0,2.0,,Boroondara,Southern Metropolitan,-37.8635,145.0895,
8577,Balwyn,3,h,1380000.0,9.7,3103.0,3.0,2.0,1.0,,Boroondara,Southern Metropolitan,-37.8021,145.0637,
8578,Balwyn,2,u,825000.0,9.7,3103.0,2.0,2.0,2.0,,Boroondara,Southern Metropolitan,-37.8078,145.1031,
8579,Balwyn,3,h,1670000.0,9.7,3103.0,3.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.8114,145.0793,
8580,Balwyn,3,t,1680000.0,9.7,3103.0,3.0,3.0,1.0,2005.0,Boroondara,Southern Metropolitan,-37.8101,145.0844,178.0
8581,Brooklyn,2,h,1005000.0,10.9,3012.0,2.0,1.0,2.0,1950.0,Hobsons Bay,Western Metropolitan,-37.8241,144.8419,156.0
8582,Carlton,3,u,1520000.0,1.8,3053.0,3.0,2.0,2.0,1993.0,Melbourne,Northern Metropolitan,-37.8177,144.8496,
8583,Carlton,2,t,960000.0,1.8,3053.0,2.0,2.0,1.0,1860.0,Melbourne,Northern Metropolitan,-37.7947,144.9724,90.0
8584,Carlton,2,u,995000.0,1.8,3053.0,2.0,2.0,1.0,2000.0,Melbourne,Northern Metropolitan,-37.7973,144.9712,110.0
8585,Carlton,1,u,490000.0,1.8,3053.0,1.0,1.0,1.0,2009.0,Melbourne,Northern Metropolitan,-37.7998,144.9689,51.0
8586,Carlton,2,u,500000.0,1.8,3053.0,2.0,1.0,1.0,,Melbourne,Northern Metropolitan,-37.7941,144.9678,
8587,Eaglemont,4,h,1750000.0,10.3,3084.0,4.0,2.0,2.0,1956.0,Banyule,Eastern Metropolitan,-37.762,145.0645,217.0
8588,Eaglemont,5,h,2710000.0,10.3,3084.0,5.0,3.0,2.0,1930.0,Banyule,Eastern Metropolitan,-37.7605,145.0593,
8589,East Melbourne,1,u,503000.0,1.5,3002.0,1.0,1.0,1.0,,Melbourne,Northern Metropolitan,-37.8161,144.9845,
8590,East Melbourne,2,u,810000.0,1.5,3002.0,2.0,1.0,1.0,,Melbourne,Northern Metropolitan,-37.8144,144.9896,
8592,Elsternwick,1,u,385000.0,8.5,3185.0,1.0,1.0,1.0,,Glen Eira,Southern Metropolitan,-37.8822,144.9994,
8593,Elsternwick,3,t,850000.0,8.5,3185.0,3.0,2.0,2.0,1995.0,Glen Eira,Southern Metropolitan,-37.8857,145.0011,145.0
8594,Elsternwick,2,u,740000.0,8.5,3185.0,2.0,1.0,1.0,1960.0,Glen Eira,Southern Metropolitan,-37.8881,145.0097,97.0
8595,Elsternwick,3,h,1940000.0,8.5,3185.0,3.0,2.0,2.0,1912.0,Glen Eira,Southern Metropolitan,-37.892,145.0103,
8596,Elsternwick,2,u,595000.0,8.5,3185.0,2.0,1.0,1.0,,Glen Eira,Southern Metropolitan,-37.886,145.0008,
8597,Elsternwick,2,u,632500.0,8.5,3185.0,2.0,1.0,1.0,1968.0,Glen Eira,Southern Metropolitan,-37.8817,145.0032,76.0
8598,Elwood,2,u,687000.0,7.7,3184.0,2.0,1.0,1.0,1970.0,Port Phillip,Southern Metropolitan,-37.8795,144.98,
8599,Elwood,2,u,1260000.0,7.7,3184.0,2.0,2.0,2.0,2008.0,Port Phillip,Southern Metropolitan,-37.8865,144.9874,125.0
8600,Elwood,2,u,695000.0,7.7,3184.0,2.0,1.0,1.0,1970.0,Port Phillip,Southern Metropolitan,-37.8888,144.991,
8601,Elwood,3,u,950000.0,7.7,3184.0,3.0,1.0,1.0,,Port Phillip,Southern Metropolitan,-37.8794,144.9804,
8602,Elwood,1,u,360000.0,7.7,3184.0,1.0,1.0,0.0,1959.0,Port Phillip,Southern Metropolitan,-37.8749,144.9799,39.5
8603,Elwood,3,h,1875000.0,7.7,3184.0,3.0,2.0,2.0,,Port Phillip,Southern Metropolitan,-37.8805,144.9933,
8604,Elwood,2,u,642000.0,7.7,3184.0,2.0,1.0,0.0,1960.0,Port Phillip,Southern Metropolitan,-37.8753,144.9902,
8605,Elwood,3,h,1520000.0,7.7,3184.0,3.0,2.0,1.0,1900.0,Port Phillip,Southern Metropolitan,-37.8772,144.9904,138.0
8606,Elwood,5,h,2275000.0,7.7,3184.0,5.0,2.0,1.0,1910.0,Port Phillip,Southern Metropolitan,-37.8777,144.9915,
8607,Elwood,2,u,800000.0,7.7,3184.0,2.0,2.0,2.0,2001.0,Port Phillip,Southern Metropolitan,-37.8857,144.9884,92.0
8608,Elwood,2,u,500000.0,7.7,3184.0,2.0,1.0,1.0,1960.0,Port Phillip,Southern Metropolitan,-37.8777,144.9891,76.0
8609,Elwood,1,u,490000.0,7.7,3184.0,1.0,1.0,1.0,2002.0,Port Phillip,Southern Metropolitan,-37.8852,144.9877,53.0
8610,Essendon North,4,h,1291000.0,9.4,3041.0,4.0,2.0,2.0,1945.0,Moonee Valley,Western Metropolitan,-37.7372,144.9022,157.0
8611,Essendon North,2,t,810000.0,9.4,3041.0,2.0,2.0,1.0,,Moonee Valley,Western Metropolitan,-37.7417,144.9079,
8612,Essendon North,2,u,415500.0,9.4,3041.0,2.0,1.0,1.0,1970.0,Moonee Valley,Western Metropolitan,-37.743,144.9084,
8613,Fitzroy,2,t,1100000.0,1.6,3065.0,2.0,2.0,1.0,1990.0,Yarra,Northern Metropolitan,-37.7976,144.9778,136.0
8614,Fitzroy,2,t,1350000.0,1.6,3065.0,2.0,1.0,2.0,1999.0,Yarra,Northern Metropolitan,-37.799,144.975,117.0
8615,Fitzroy,2,u,600000.0,1.6,3065.0,2.0,1.0,1.0,,Yarra,Northern Metropolitan,-37.7967,144.9836,
8616,Fitzroy,2,h,1350000.0,1.6,3065.0,2.0,1.0,0.0,1900.0,Yarra,Northern Metropolitan,-37.7999,144.9776,110.0
8617,Fitzroy,3,h,2725000.0,1.6,3065.0,3.0,2.0,1.0,,Yarra,Northern Metropolitan,-37.8007,144.9833,
8618,Fitzroy,2,t,1050000.0,1.6,3065.0,2.0,1.0,1.0,2000.0,Yarra,Northern Metropolitan,-37.7959,144.9802,
8619,Fitzroy,3,h,1326000.0,1.6,3065.0,3.0,2.0,2.0,2006.0,Yarra,Northern Metropolitan,-37.8065,144.9781,
8620,Fitzroy,2,h,1200000.0,1.6,3065.0,2.0,1.0,0.0,1900.0,Yarra,Northern Metropolitan,-37.8018,144.9825,
8621,Fitzroy,2,u,681500.0,1.6,3065.0,2.0,1.0,1.0,,Yarra,Northern Metropolitan,-37.7964,144.9839,
8622,Gowanbrae,3,h,680000.0,13.6,3043.0,3.0,2.0,1.0,2010.0,Moreland,Western Metropolitan,-37.7039,144.8986,168.0
8623,Gowanbrae,3,h,741000.0,13.6,3043.0,3.0,2.0,2.0,,Moreland,Western Metropolitan,-37.7055,144.8943,
8624,Gowanbrae,4,h,990000.0,13.6,3043.0,4.0,2.0,2.0,2003.0,Moreland,Western Metropolitan,-37.7071,144.8989,170.0
8625,Gowanbrae,4,h,970000.0,13.6,3043.0,4.0,2.0,3.0,2010.0,Moreland,Western Metropolitan,-37.7088,144.8938,265.0
8626,Jacana,3,h,485000.0,14.5,3047.0,3.0,1.0,2.0,1970.0,Hume,Northern Metropolitan,-37.6822,144.9108,105.23
8627,Jacana,4,h,618000.0,14.5,3047.0,4.0,1.0,2.0,,Hume,Northern Metropolitan,-37.6875,144.9102,
8628,Keilor Park,3,u,616000.0,14.5,3042.0,3.0,1.0,2.0,,Brimbank,Western Metropolitan,-37.721,144.8584,
8629,Keilor Park,3,h,773000.0,14.5,3042.0,3.0,2.0,2.0,1980.0,Brimbank,Western Metropolitan,-37.724,144.8514,150.0
8630,Kensington,1,u,355000.0,4.2,3031.0,1.0,1.0,1.0,,Melbourne,Northern Metropolitan,-37.7979,144.9265,
8631,Kensington,1,t,425000.0,4.2,3031.0,1.0,1.0,1.0,2000.0,Melbourne,Northern Metropolitan,-37.7886,144.9253,46.0
8632,Kensington,2,u,535000.0,4.2,3031.0,2.0,2.0,1.0,2012.0,Melbourne,Northern Metropolitan,-37.7961,144.9261,70.0
8633,Kensington,2,u,500000.0,4.2,3031.0,2.0,1.0,1.0,2000.0,Melbourne,Northern Metropolitan,-37.7897,144.9228,86.0
8634,Kensington,2,u,525000.0,4.2,3031.0,2.0,1.0,1.0,2011.0,Melbourne,Northern Metropolitan,-37.7912,144.9318,73.0
8635,Kensington,2,h,1110000.0,4.2,3031.0,2.0,1.0,0.0,,Melbourne,Northern Metropolitan,-37.7989,144.9275,
8636,Kensington,3,t,917500.0,4.2,3031.0,3.0,1.0,1.0,1997.0,Melbourne,Northern Metropolitan,-37.791,144.9323,101.0
8637,Kensington,2,u,730000.0,4.2,3031.0,2.0,2.0,1.0,2012.0,Melbourne,Northern Metropolitan,-37.7956,144.935,
8638,Kensington,2,t,811000.0,4.2,3031.0,2.0,1.0,0.0,,Melbourne,Northern Metropolitan,-37.7898,144.9276,
8639,Kensington,3,h,1190000.0,4.2,3031.0,3.0,2.0,1.0,,Melbourne,Northern Metropolitan,-37.7973,144.9208,
8640,Kensington,2,h,903000.0,4.2,3031.0,2.0,1.0,0.0,,Melbourne,Northern Metropolitan,-37.7964,144.9339,
8641,Kensington,3,h,902500.0,4.2,3031.0,3.0,1.0,1.0,2003.0,Melbourne,Northern Metropolitan,-37.7954,144.9259,125.0
8642,Kensington,4,h,1817000.0,4.2,3031.0,4.0,2.0,1.0,,Melbourne,Northern Metropolitan,-37.791,144.928,
8643,Kensington,2,u,528000.0,4.2,3031.0,2.0,1.0,1.0,1975.0,Melbourne,Northern Metropolitan,-37.7928,144.9279,
8644,Kensington,2,h,1000000.0,4.2,3031.0,2.0,1.0,0.0,,Melbourne,Northern Metropolitan,-37.7985,144.9307,
8645,Kensington,1,u,380000.0,4.2,3031.0,1.0,1.0,1.0,,Melbourne,Northern Metropolitan,-37.7961,144.9261,
8646,Kensington,4,h,1817000.0,4.2,3031.0,4.0,2.0,1.0,,Melbourne,Northern Metropolitan,-37.791,144.928,
8647,Middle Park,3,h,1420000.0,4.1,3206.0,3.0,1.0,0.0,,Port Phillip,Southern Metropolitan,-37.8447,144.9604,
8648,Middle Park,2,h,1335000.0,4.1,3206.0,2.0,1.0,1.0,1900.0,Port Phillip,Southern Metropolitan,-37.8468,144.9612,
8649,Middle Park,2,h,1300000.0,4.1,3206.0,2.0,1.0,0.0,1900.0,Port Phillip,Southern Metropolitan,-37.8527,144.9657,80.0
8650,Middle Park,4,h,2860000.0,4.1,3206.0,4.0,3.0,2.0,,Port Phillip,Southern Metropolitan,-37.8471,144.9595,
8651,Middle Park,3,h,1630000.0,4.1,3206.0,3.0,1.0,0.0,,Port Phillip,Southern Metropolitan,-37.8484,144.963,
8652,Middle Park,3,h,2250000.0,4.1,3206.0,3.0,2.0,1.0,1890.0,Port Phillip,Southern Metropolitan,-37.8496,144.963,146.0
8653,Moorabbin,2,h,1035000.0,14.6,3189.0,2.0,1.0,1.0,,Kingston,Southern Metropolitan,-37.9396,145.0519,
8654,Moorabbin,3,h,1321000.0,14.6,3189.0,3.0,1.0,2.0,1956.0,Kingston,Southern Metropolitan,-37.9432,145.0462,
8655,Moorabbin,2,t,742500.0,14.6,3189.0,2.0,1.0,1.0,2001.0,Kingston,Southern Metropolitan,-37.9369,145.0473,101.0
8656,Moorabbin,3,h,860000.0,14.6,3189.0,3.0,1.0,2.0,1970.0,Kingston,Southern Metropolitan,-37.9409,145.0602,104.0
8657,North Melbourne,3,h,2161000.0,2.3,3051.0,3.0,2.0,1.0,1900.0,Melbourne,Northern Metropolitan,-37.7987,144.9434,245.0
8658,North Melbourne,3,h,1485000.0,2.3,3051.0,3.0,1.0,1.0,1968.0,Melbourne,Northern Metropolitan,-37.8029,144.9459,95.0
8659,North Melbourne,2,h,940000.0,2.3,3051.0,2.0,1.0,0.0,1890.0,Melbourne,Northern Metropolitan,-37.9394,145.089,65.0
8660,Oakleigh South,3,h,770000.0,14.7,3167.0,3.0,1.0,1.0,1960.0,Kingston,South-Eastern Metropolitan,-37.918,145.085,132.0
8661,Oakleigh South,3,h,985100.0,14.7,3167.0,3.0,1.0,2.0,1950.0,Monash,South-Eastern Metropolitan,-37.9115,145.0889,
8662,Oakleigh South,4,h,1410000.0,14.7,3167.0,4.0,2.0,4.0,1950.0,Monash,South-Eastern Metropolitan,-37.9316,145.0821,161.0
8663,Oakleigh South,3,u,815000.0,14.7,3167.0,3.0,1.0,2.0,,Monash,South-Eastern Metropolitan,-37.9233,145.1062,
8664,Oakleigh South,3,h,1042500.0,14.7,3167.0,3.0,1.0,4.0,1950.0,Monash,South-Eastern Metropolitan,-37.9176,145.0839,146.0
8665,South Kingsville,3,t,815000.0,9.1,3015.0,3.0,2.0,2.0,,Hobsons Bay,Western Metropolitan,-37.8287,144.8705,
8666,South Kingsville,2,u,321000.0,9.1,3015.0,2.0,1.0,1.0,1970.0,Hobsons Bay,Western Metropolitan,-37.8288,144.8711,
8667,South Kingsville,3,h,995000.0,9.1,3015.0,3.0,1.0,0.0,,Hobsons Bay,Western Metropolitan,-37.8303,144.8679,
8668,South Kingsville,3,h,1290000.0,9.1,3015.0,3.0,1.0,3.0,,Hobsons Bay,Western Metropolitan,-37.8289,144.8718,
8669,South Kingsville,2,u,300000.0,9.1,3015.0,2.0,1.0,1.0,1970.0,Hobsons Bay,Western Metropolitan,-37.8288,144.8711,
8670,Southbank,2,u,505000.0,1.2,3006.0,2.0,1.0,1.0,,Melbourne,Southern Metropolitan,-37.8242,144.9626,
8671,Southbank,2,u,595000.0,1.2,3006.0,2.0,1.0,1.0,1998.0,Melbourne,Southern Metropolitan,-37.8288,144.9679,75.0
8672,Southbank,2,u,580000.0,1.2,3006.0,2.0,1.0,1.0,1995.0,Melbourne,Southern Metropolitan,-37.8273,144.9685,79.0
8673,Southbank,2,u,580000.0,1.2,3006.0,2.0,1.0,1.0,1994.0,Melbourne,Southern Metropolitan,-37.8248,144.9667,70.0
8674,Spotswood,3,h,1320000.0,7.7,3015.0,3.0,1.0,3.0,,Hobsons Bay,Western Metropolitan,-37.826,144.8769,
8675,Spotswood,1,u,380000.0,7.7,3015.0,1.0,1.0,1.0,1980.0,Hobsons Bay,Western Metropolitan,-37.8291,144.8848,37.0
8676,Spotswood,3,h,1100000.0,7.7,3015.0,3.0,1.0,0.0,1900.0,Hobsons Bay,Western Metropolitan,-37.8312,144.8893,115.0
8677,Spotswood,3,u,660000.0,7.7,3015.0,3.0,1.0,1.0,2003.0,Hobsons Bay,Western Metropolitan,-37.8297,144.8752,120.0
8678,Toorak,2,u,867000.0,4.6,3142.0,2.0,1.0,1.0,,Stonnington,Southern Metropolitan,-37.8373,145.0106,
8679,Toorak,1,u,552000.0,4.6,3142.0,1.0,1.0,1.0,,Stonnington,Southern Metropolitan,-37.8428,145.0081,
8680,Toorak,2,u,655000.0,4.6,3142.0,2.0,1.0,1.0,1960.0,Stonnington,Southern Metropolitan,-37.8389,145.0141,105.0
8681,Toorak,3,u,840000.0,4.6,3142.0,3.0,1.0,1.0,1940.0,Stonnington,Southern Metropolitan,-37.8384,145.0178,94.0
8682,Toorak,2,u,1010000.0,4.6,3142.0,2.0,2.0,2.0,1990.0,Stonnington,Southern Metropolitan,-37.8427,145.0236,119.0
8683,Toorak,2,u,650000.0,4.6,3142.0,2.0,1.0,0.0,,Stonnington,Southern Metropolitan,-37.8454,145.0076,
8684,Toorak,3,h,2400000.0,4.6,3142.0,3.0,2.0,1.0,1950.0,Stonnington,Southern Metropolitan,-37.8445,145.0124,
8686,Toorak,2,u,750000.0,4.6,3142.0,2.0,1.0,1.0,1970.0,Stonnington,Southern Metropolitan,-37.8432,145.0137,
8687,Toorak,1,u,247500.0,4.6,3142.0,1.0,1.0,1.0,,Stonnington,Southern Metropolitan,-37.8421,145.0104,
8688,Toorak,3,t,1320000.0,4.6,3142.0,3.0,2.0,1.0,1970.0,Stonnington,Southern Metropolitan,-37.8474,145.0125,131.0
8689,Toorak,3,u,922500.0,4.6,3142.0,3.0,1.0,2.0,1980.0,Stonnington,Southern Metropolitan,-37.8421,145.0237,
8690,Toorak,2,u,760000.0,4.6,3142.0,2.0,1.0,1.0,,Stonnington,Southern Metropolitan,-37.8359,145.0126,
8691,Williamstown North,2,u,546000.0,8.9,3016.0,2.0,1.0,1.0,1979.0,Hobsons Bay,Western Metropolitan,-37.8573,144.8854,
8692,Williamstown North,3,t,670000.0,8.9,3016.0,3.0,2.0,2.0,2001.0,Hobsons Bay,Western Metropolitan,-37.857,144.8846,141.0
8693,Williamstown North,3,h,1070000.0,8.9,3016.0,3.0,2.0,5.0,2003.0,Hobsons Bay,Western Metropolitan,-37.8538,144.8722,249.0
8694,Williamstown North,3,h,1575000.0,8.9,3016.0,3.0,1.0,1.0,1950.0,Hobsons Bay,Western Metropolitan,-37.8565,144.8865,160.0
8695,Williamstown North,4,h,1520000.0,8.9,3016.0,4.0,2.0,3.0,,Hobsons Bay,Western Metropolitan,-37.8559,144.8764,
8696,Williamstown North,3,t,720000.0,8.9,3016.0,3.0,2.0,2.0,2001.0,Hobsons Bay,Western Metropolitan,-37.857,144.8846,141.0
8697,Williamstown North,3,h,1045000.0,8.9,3016.0,3.0,2.0,3.0,1990.0,Hobsons Bay,Western Metropolitan,-37.855,144.8742,159.0
8698,Windsor,2,u,585000.0,5.1,3181.0,2.0,1.0,1.0,1965.0,Stonnington,Southern Metropolitan,-37.8559,144.999,79.0
8699,Windsor,2,u,690000.0,5.1,3181.0,2.0,1.0,1.0,,Stonnington,Southern Metropolitan,-37.8573,144.9978,
8700,Windsor,2,u,854000.0,5.1,3181.0,2.0,1.0,1.0,1945.0,Stonnington,Southern Metropolitan,-37.8582,144.9979,90.0
8701,Windsor,1,h,900000.0,5.1,3181.0,1.0,1.0,1.0,1930.0,Stonnington,Southern Metropolitan,-37.8556,144.9885,
8702,Windsor,1,u,350000.0,5.1,3181.0,1.0,1.0,0.0,1975.0,Port Phillip,Southern Metropolitan,-37.8508,144.984,48.0
8703,Yallambie,3,h,721500.0,15.0,3085.0,3.0,1.0,1.0,,Banyule,Northern Metropolitan,-37.7214,145.1063,
8704,Yallambie,5,h,1060000.0,15.0,3085.0,5.0,2.0,2.0,1960.0,Banyule,Northern Metropolitan,-37.7327,145.0804,232.0
8705,Yallambie,3,h,984000.0,15.0,3085.0,3.0,2.0,2.0,,Banyule,Northern Metropolitan,-37.7285,145.0851,
8706,Balaclava,2,u,450000.0,6.6,3183.0,2.0,1.0,1.0,1960.0,Port Phillip,Southern Metropolitan,-37.8656,144.9919,50.0
8707,Balaclava,2,u,490000.0,6.6,3183.0,2.0,1.0,0.0,,Port Phillip,Southern Metropolitan,-37.8757,144.998,
8708,Balaclava,1,u,440000.0,6.6,3183.0,1.0,1.0,0.0,1940.0,Port Phillip,Southern Metropolitan,-37.8686,144.9969,
8709,Essendon West,3,h,1406000.0,9.8,3040.0,3.0,1.0,1.0,,Moonee Valley,Western Metropolitan,-37.7506,144.8891,
8710,Essendon West,3,h,1305000.0,9.8,3040.0,3.0,1.0,2.0,,Moonee Valley,Western Metropolitan,-37.7523,144.8862,
8711,Kingsbury,3,u,488000.0,12.4,3083.0,3.0,1.0,1.0,1961.0,Darebin,Northern Metropolitan,-37.7157,145.0386,150.0
8712,West Melbourne,3,h,1750000.0,1.9,3003.0,3.0,1.0,1.0,1870.0,Melbourne,Northern Metropolitan,-37.8082,144.9451,
8713,West Melbourne,2,t,1013000.0,1.9,3003.0,2.0,2.0,1.0,2010.0,Melbourne,Northern Metropolitan,-37.8094,144.9452,130.0
8714,West Melbourne,3,t,1171000.0,1.9,3003.0,3.0,2.0,1.0,,Melbourne,Northern Metropolitan,-37.8098,144.9448,
8715,West Melbourne,2,h,1053000.0,1.9,3003.0,2.0,1.0,0.0,1880.0,Melbourne,Northern Metropolitan,-37.8059,144.9459,
8716,West Melbourne,1,u,295000.0,1.9,3003.0,1.0,1.0,1.0,2013.0,Melbourne,Northern Metropolitan,-37.8084,144.9473,
8717,Campbellfield,3,h,445000.0,14.5,3061.0,3.0,1.0,2.0,,Hume,Northern Metropolitan,-37.6741,144.9698,
8718,Travancore,2,u,360000.0,5.3,3032.0,2.0,1.0,1.0,2010.0,Moonee Valley,Western Metropolitan,-37.7847,144.9383,51.0
8719,Airport West,3,h,640000.0,10.4,3042.0,3.0,1.0,2.0,1960.0,Moonee Valley,Western Metropolitan,-37.71655,144.88155,101.37
8720,Airport West,3,h,961000.0,10.4,3042.0,3.0,1.0,2.0,1950.0,Moonee Valley,Western Metropolitan,-37.72274,144.88002,
8721,Albert Park,2,h,1535000.0,3.0,3206.0,2.0,1.0,0.0,1900.0,Port Phillip,Southern Metropolitan,-37.8481,144.9566,
8722,Albion,3,h,570000.0,10.5,3020.0,3.0,1.0,0.0,1920.0,Brimbank,Western Metropolitan,-37.77917,144.82223,142.0
8723,Alphington,4,h,2345000.0,5.7,3078.0,4.0,2.0,2.0,,Yarra,Northern Metropolitan,-37.78122000000001,145.0336,
8724,Altona North,3,h,900000.0,9.4,3025.0,3.0,1.0,2.0,1960.0,Hobsons Bay,Western Metropolitan,-37.8265,144.84386,110.0
8726,Ashwood,3,h,1225000.0,10.2,3147.0,3.0,1.0,2.0,,Monash,Southern Metropolitan,-37.87257,145.09781999999996,
8727,Avondale Heights,3,u,622000.0,9.5,3034.0,3.0,1.0,1.0,,Moonee Valley,Western Metropolitan,-37.76215,144.85986,
8728,Avondale Heights,3,h,825000.0,9.5,3034.0,3.0,1.0,4.0,,Moonee Valley,Western Metropolitan,-37.76616,144.8575,
8729,Balwyn,4,h,1475000.0,7.9,3103.0,4.0,3.0,5.0,,Boroondara,Southern Metropolitan,-37.80156,145.06715,
8730,Balwyn North,5,h,2160000.0,9.7,3104.0,5.0,1.0,2.0,,Boroondara,Southern Metropolitan,-37.79888,145.06649,
8731,Balwyn North,3,t,1050000.0,9.7,3104.0,3.0,3.0,2.0,,Boroondara,Southern Metropolitan,-37.79362,145.0652,
8732,Balwyn North,3,h,1275000.0,9.7,3104.0,3.0,2.0,2.0,1965.0,Boroondara,Southern Metropolitan,-37.79495,145.08192,127.0
8733,Bayswater,3,t,640000.0,23.2,3153.0,3.0,2.0,1.0,2010.0,Knox,Eastern Metropolitan,-37.83909,145.26075,125.0
8734,Bayswater North,3,u,500000.0,23.2,3153.0,3.0,1.0,2.0,1970.0,Maroondah,Eastern Metropolitan,-37.83303,145.27488,
8735,Beaumaris,4,h,1221000.0,17.3,3193.0,4.0,2.0,3.0,1925.0,Bayside,Southern Metropolitan,-37.98139000000001,145.05251,
8736,Beaumaris,4,h,1823000.0,17.3,3193.0,4.0,2.0,3.0,,Bayside,Southern Metropolitan,-37.98713,145.04887,
8737,Beaumaris,6,h,2000000.0,17.3,3193.0,6.0,3.0,4.0,,Bayside,Southern Metropolitan,-37.98942,145.03394,
8738,Bentleigh,3,h,1365000.0,11.4,3204.0,3.0,1.0,1.0,,Glen Eira,Southern Metropolitan,-37.92487,145.04703,
8739,Bentleigh,3,h,1045000.0,11.4,3204.0,3.0,1.0,1.0,1970.0,Glen Eira,Southern Metropolitan,-37.92999,145.04932,114.0
8740,Bentleigh East,5,h,1220000.0,13.8,3165.0,5.0,2.0,2.0,1950.0,Glen Eira,Southern Metropolitan,-37.93228,145.07026000000005,188.0
8741,Berwick,4,h,627500.0,35.2,3806.0,4.0,2.0,2.0,,Casey,Eastern Victoria,-38.02434,145.33117,
8742,Boronia,3,h,642000.0,25.0,3155.0,3.0,2.0,2.0,,Knox,Eastern Metropolitan,-37.84674,145.29351,
8743,Briar Hill,3,h,840000.0,16.1,3088.0,3.0,1.0,2.0,2000.0,Banyule,Eastern Metropolitan,-37.70822,145.11495,120.0
8744,Brighton,3,h,2650000.0,10.5,3186.0,3.0,2.0,2.0,1910.0,Bayside,Southern Metropolitan,-37.90876,145.00743,219.0
8745,Brighton,1,u,380000.0,10.5,3186.0,1.0,1.0,1.0,2000.0,Bayside,Southern Metropolitan,-37.88468,144.99722,46.0
8747,Brighton East,4,t,1731000.0,10.3,3187.0,4.0,3.0,2.0,2001.0,Bayside,Southern Metropolitan,-37.91503,145.00888,239.0
8748,Broadmeadows,3,t,465000.0,14.0,3047.0,3.0,2.0,3.0,2010.0,Hume,Northern Metropolitan,-37.68358,144.92387,123.21
8749,Broadmeadows,3,h,518500.0,14.0,3047.0,3.0,1.0,0.0,1999.0,Hume,Northern Metropolitan,-37.69237,144.93143999999995,110.0
8750,Brunswick,2,u,692000.0,5.2,3056.0,2.0,1.0,1.0,,Moreland,Northern Metropolitan,-37.77742,144.95666,
8751,Brunswick East,2,h,1305000.0,4.0,3057.0,2.0,1.0,0.0,,Moreland,Northern Metropolitan,-37.76386,144.97783,
8752,Brunswick West,3,h,1100000.0,5.2,3055.0,3.0,1.0,1.0,,Moreland,Northern Metropolitan,-37.76073,144.94803000000005,
8753,Brunswick West,2,h,573000.0,5.2,3055.0,2.0,1.0,1.0,1970.0,Moreland,Northern Metropolitan,-37.76732,144.94098,
8754,Bulleen,3,h,1060000.0,10.8,3105.0,3.0,1.0,2.0,,Manningham,Eastern Metropolitan,-37.77615,145.08907,
8755,Bundoora,3,h,805000.0,12.1,3083.0,3.0,1.0,2.0,,Banyule,Northern Metropolitan,-37.70834,145.05424,
8756,Bundoora,3,h,682000.0,12.1,3083.0,3.0,1.0,1.0,,Banyule,Northern Metropolitan,-37.70074,145.0648,
8757,Burnside Heights,3,h,535000.0,14.8,3023.0,3.0,2.0,2.0,2005.0,Melton,Western Metropolitan,-37.7331,144.76282,230.0
8758,Burwood East,4,h,1088000.0,14.7,3151.0,4.0,1.0,1.0,,Whitehorse,Eastern Metropolitan,-37.8534,145.14218,140.7481
8759,Burwood East,3,h,1180000.0,14.7,3151.0,3.0,1.0,1.0,,Whitehorse,Eastern Metropolitan,-37.85771,145.15466,
8760,Cairnlea,3,h,630000.0,14.8,3023.0,3.0,2.0,2.0,2007.0,Brimbank,Western Metropolitan,-37.75107,144.78415,145.0
8761,Camberwell,2,u,677000.0,7.7,3124.0,2.0,1.0,1.0,1975.0,Boroondara,Southern Metropolitan,-37.84716,145.07351,76.0
8762,Camberwell,2,u,670000.0,7.7,3124.0,2.0,1.0,1.0,,Boroondara,Southern Metropolitan,-37.83202,145.06095,
8763,Camberwell,3,t,1320000.0,7.7,3124.0,3.0,2.0,2.0,2006.0,Boroondara,Southern Metropolitan,-37.84689,145.05863,223.0
8764,Canterbury,2,u,816000.0,8.4,3126.0,2.0,2.0,1.0,2015.0,Boroondara,Southern Metropolitan,-37.82091,145.06011,86.5
8765,Carlton,1,u,350000.0,1.6,3053.0,1.0,1.0,1.0,1970.0,Melbourne,Northern Metropolitan,-37.79859,144.97336,30.6
8766,Carlton,2,u,620000.0,1.6,3053.0,2.0,2.0,1.0,2013.0,Melbourne,Northern Metropolitan,-37.7969,144.9742,
8767,Carlton,3,h,1760000.0,1.6,3053.0,3.0,2.0,2.0,,Melbourne,Northern Metropolitan,-37.79449,144.97406,
